coordinates,LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential,mobilityscore
"38.93891944,-77.06635433",38.93891944,-77.06635433,3711 RENO ROAD NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,68.0
"38.93753119,-77.07165407",38.93753119,-77.07165407,3601 IDAHO AVENUE NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,75.0
"38.93976531,-77.0784306",38.93976531,-77.0784306,3850 39TH STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,69.0
"38.93753779,-77.07307429",38.93753779,-77.07307429,3715 PORTER STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,76.0
"38.93647539,-77.06295226",38.93647539,-77.06295226,3041 ORDWAY STREET NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,62.0
"38.93442359,-77.06536089",38.93442359,-77.06536089,3314 NEWARK STREET NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,61.0
"38.93369848,-77.05917716",38.93369848,-77.05917716,2939 MACOMB STREET NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,65.0
"38.9304602,-77.06441039",38.9304602,-77.06441039,3217 KLINGLE ROAD NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,61.0
"38.93837091,-77.06917156",38.93837091,-77.06917156,3513 QUEBEC STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,66.0
"38.93232492,-77.07168136",38.93232492,-77.07168136,3609 WOODLEY ROAD NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,76.0
"38.93763985,-77.07364799",38.93763985,-77.07364799,3601 WISCONSIN AVENUE NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,77.0
"38.93048399,-77.06487324",38.93048399,-77.06487324,3227 KLINGLE ROAD NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,62.0
"38.93912236,-77.08189486",38.93912236,-77.08189486,,20528,Cleveland Park,Cluster 14,Ward 3,1500,2.858,56.0
"38.93617875,-77.07652711",38.93617875,-77.07652711,3881 NEWARK STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,69.0
"38.93488484,-77.06012103",38.93488484,-77.06012103,3414 29TH STREET NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,70.0
"38.93279117,-77.07374240000001",38.93279117,-77.07374240000001,3239 38TH STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,76.0
"38.93535913,-77.06451285",38.93535913,-77.06451285,3230 HIGHLAND PLACE NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,60.0
"38.93378808,-77.07206379",38.93378808,-77.07206379,3315 WISCONSIN AVENUE NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,81.0
"38.93640741,-77.07524165",38.93640741,-77.07524165,3824 PORTER STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,72.0
"38.93328771,-77.06715148",38.93328771,-77.06715148,3406 MACOMB STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,65.0
"38.93367215,-77.07548732",38.93367215,-77.07548732,3831 MACOMB STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,71.0
"38.93232782,-77.06910341",38.93232782,-77.06910341,3504 LOWELL STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,70.0
"38.93824165,-77.07815567",38.93824165,-77.07815567,3700 39TH STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,69.0
"38.93706715,-77.06839404",38.93706715,-77.06839404,3521 35TH STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,61.0
"38.93536071,-77.07168845",38.93536071,-77.07168845,3608 NORTON PLACE NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,77.0
"38.93063614,-77.07539461",38.93063614,-77.07539461,3827 MASSACHUSETTS AVENUE NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,68.0
"38.93405797,-77.06892193",38.93405797,-77.06892193,3308 35TH STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,67.0
"38.93867331,-77.06888245",38.93867331,-77.06888245,3712 35TH STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,67.0
"38.9371094,-77.0702046",38.9371094,-77.0702046,3534 PORTER STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,67.0
"38.93528589,-77.0613352",38.93528589,-77.0613352,3422 30TH STREET NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,63.0
"38.9348774,-77.06590467",38.9348774,-77.06590467,3317 NEWARK STREET NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,64.0
"38.93712461,-77.07156254",38.93712461,-77.07156254,3618 PORTER STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,75.0
"38.93834091,-77.06606405",38.93834091,-77.06606405,3703 34TH STREET NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,65.0
"38.93330725,-77.05987496",38.93330725,-77.05987496,2950 MACOMB STREET NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,67.0
"38.93832848,-77.077502",38.93832848,-77.077502,3711 39TH STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,68.0
"38.93319141,-77.07272786",38.93319141,-77.07272786,3232 WISCONSIN AVENUE NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,80.0
"38.93323821,-77.07618614",38.93323821,-77.07618614,3834 MACOMB STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,70.0
"38.93048454,-77.06567479",38.93048454,-77.06567479,3243 KLINGLE ROAD NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,62.0
"38.93648586,-77.06805288",38.93648586,-77.06805288,3431 ORDWAY STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,65.0
"38.93501368,-77.06230854",38.93501368,-77.06230854,3138 HIGHLAND PLACE NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,53.0
"38.93651072,-77.07786785",38.93651072,-77.07786785,3530 39TH STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,68.0
"38.9342183,-77.06014954",38.9342183,-77.06014954,2964 NEWARK STREET NW,20008,Cleveland Park,Cluster 15,Ward 3,1500,2.858,68.0
"38.93782298,-77.07579045",38.93782298,-77.07579045,3605 38TH STREET NW,20016,Cleveland Park,Cluster 14,Ward 3,1500,2.858,72.0
"38.9364774,-77.07165105",38.9364774,-77.07165105,3619 ORDWAY STREET NW,20016,Cleveland Park,Cluster 15,Ward 3,1500,2.858,75.0
"38.9888984,-77.03835114",38.9888984,-77.03835114,1647 PRIMROSE ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,62.0
"38.98225853,-77.03866253",38.98225853,-77.03866253,1742 HOLLY STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,54.0
"38.98717502,-77.03702631",38.98717502,-77.03702631,1610 MYRTLE STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,62.0
"38.99084637,-77.04506727",38.99084637,-77.04506727,8210 WEST BEACH DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,55.0
"38.98632217,-77.04120055",38.98632217,-77.04120055,1711 KALMIA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,53.0
"38.98608129,-77.04014742",38.98608129,-77.04014742,1653 KALMIA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,54.0
"38.99175176,-77.04249882",38.99175176,-77.04249882,1921 TULIP STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.99013963,-77.03668861",38.99013963,-77.03668861,8038 16TH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,76.0
"38.99475116,-77.04012103",38.99475116,-77.04012103,1783 VERBENA STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,56.0
"38.98681978,-77.04580411",38.98681978,-77.04580411,1920 PLYMOUTH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.99278406,-77.04134742",38.99278406,-77.04134742,2106 SPRUCE DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,56.0
"38.98798046,-77.04423901",38.98798046,-77.04423901,1807 SUDBURY LANE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,50.0
"38.98576609,-77.04118557",38.98576609,-77.04118557,1704 KALMIA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,54.0
"38.98993263,-77.04564659999998",38.98993263,-77.04564659999998,2243 SUDBURY ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,55.0
"38.99049034,-77.0369328",38.99049034,-77.0369328,1606 PORTAL DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,76.0
"38.98914927,-77.04278722",38.98914927,-77.04278722,1859 REDWOOD TERRACE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,53.0
"38.99118767,-77.04146712",38.99118767,-77.04146712,1770 SYCAMORE STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,51.0
"38.98567345,-77.03783382",38.98567345,-77.03783382,1630 KALMIA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,57.0
"38.99236543,-77.03849949",38.99236543,-77.03849949,1679 TAMARACK STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,72.0
"38.99311308,-77.03939472",38.99311308,-77.03939472,1703 TAMARACK STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,65.0
"38.98852154,-77.04733159",38.98852154,-77.04733159,2120 YORKTOWN ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,51.0
"38.98808572,-77.04387711",38.98808572,-77.04387711,8000 WEST BEACH DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,52.0
"38.98639124,-77.03667063",38.98639124,-77.03667063,7816 16TH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,62.0
"38.99030115,-77.03670012",38.99030115,-77.03670012,1600 PORTAL DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,76.0
"38.98151978,-77.03805021",38.98151978,-77.03805021,7510 17TH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,55.0
"38.98675821,-77.0384212",38.98675821,-77.0384212,1642 MYRTLE STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,60.0
"38.99176105,-77.0407003",38.99176105,-77.0407003,1755 REDWOOD TERRACE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,61.0
"38.98204218,-77.03885527",38.98204218,-77.03885527,1736 HOLLY STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,54.0
"38.99067405,-77.04505561",38.99067405,-77.04505561,1801 PRIMROSE ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,55.0
"38.98856229,-77.04256075",38.98856229,-77.04256075,1815 EAST BEACH DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,53.0
"38.99023171,-77.04225043",38.99023171,-77.04225043,1790 SYCAMORE STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.98631456,-77.0384033",38.98631456,-77.0384033,1633 KALMIA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,56.0
"38.98829244,-77.04393379",38.98829244,-77.04393379,8010 WEST BEACH DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,53.0
"38.99275767,-77.04282482",38.99275767,-77.04282482,1815 REDBUD LANE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.98965682,-77.04603575",38.98965682,-77.04603575,2210 SUDBURY ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,55.0
"38.98931664,-77.03784533",38.98931664,-77.03784533,1620 ROXANNA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,70.0
"38.98608299,-77.04044417",38.98608299,-77.04044417,1655 KALMIA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,54.0
"38.99306581,-77.04216369",38.99306581,-77.04216369,1829 TULIP STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,56.0
"38.98902473,-77.04714147",38.98902473,-77.04714147,2115 YORKTOWN ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,51.0
"38.98976714,-77.03727802",38.98976714,-77.03727802,1619 ROXANNA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,72.0
"38.98249831,-77.03795505",38.98249831,-77.03795505,7551 17TH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,54.0
"38.98823954,-77.04023682",38.98823954,-77.04023682,1716 PORTAL DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,61.0
"38.98840874,-77.03771096",38.98840874,-77.03771096,7952 ORCHID STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,62.0
"38.98597183,-77.04442313",38.98597183,-77.04442313,1840 PLYMOUTH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.983917100000006,-77.03816633",38.983917100000006,-77.03816633,1635 JONQUIL STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,54.0
"38.99219183,-77.04509905",38.99219183,-77.04509905,8300 WEST BEACH DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,52.0
"38.98858223,-77.0480595",38.98858223,-77.0480595,2055 PARKSIDE DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.99162021,-77.04131616",38.99162021,-77.04131616,1758 SYCAMORE STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,57.0
"38.99267259,-77.04195095",38.99267259,-77.04195095,1939 TULIP STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,56.0
"38.98148851,-77.03670297",38.98148851,-77.03670297,7512 16TH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,60.0
"38.98939054,-77.03715812",38.98939054,-77.03715812,1604 ROXANNA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,72.0
"38.98681228,-77.03943556",38.98681228,-77.03943556,7825 ORCHID STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,56.0
"38.99045469,-77.03713271",38.99045469,-77.03713271,1610 PORTAL DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,76.0
"38.98703264,-77.03774370000002",38.98703264,-77.03774370000002,1626 MYRTLE STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,62.0
"38.98252397,-77.03764090000001",38.98252397,-77.03764090000001,7539 17TH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,55.0
"38.9890499,-77.03730165",38.9890499,-77.03730165,1625 PRIMROSE ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,62.0
"38.98570374,-77.03805487",38.98570374,-77.03805487,1636 KALMIA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,55.0
"38.98140908,-77.03748104",38.98140908,-77.03748104,7509 17TH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,58.0
"38.99470976,-77.04078983",38.99470976,-77.04078983,1790 VERBENA STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,54.0
"38.98831271,-77.04761043",38.98831271,-77.04761043,2045 PARKSIDE DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.99035504,-77.0419938",38.99035504,-77.0419938,1788 SYCAMORE STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.98636122,-77.03868727",38.98636122,-77.03868727,1639 KALMIA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,57.0
"38.98593756,-77.04332684",38.98593756,-77.04332684,1817 PLYMOUTH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,53.0
"38.98699534,-77.04395746",38.98699534,-77.04395746,1843 SUDBURY LANE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.99137512,-77.04200051",38.99137512,-77.04200051,1777 SYCAMORE STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,57.0
"38.98916873,-77.03893119",38.98916873,-77.03893119,1648 ROXANNA ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,62.0
"38.98260309,-77.03669754",38.98260309,-77.03669754,7606 16TH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,58.0
"38.99367084,-77.04027348",38.99367084,-77.04027348,1711 TAMARACK STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,60.0
"38.99211143,-77.03699875",38.99211143,-77.03699875,1605 NORTH PORTAL DRIVE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,99.0
"38.98830941,-77.04640528",38.98830941,-77.04640528,8051 PARKSIDE LANE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,52.0
"38.98194522,-77.03671243",38.98194522,-77.03671243,7520 16TH STREET NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,58.0
"38.98983894,-77.04399108",38.98983894,-77.04399108,,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,49.0
"38.98566602,-77.03852784",38.98566602,-77.03852784,,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,54.0
"38.99245365,-77.03974169",38.99245365,-77.03974169,1725 REDWOOD TERRACE NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,65.0
"38.98826574,-77.04612535",38.98826574,-77.04612535,2110 YORKTOWN ROAD NW,20012,Colonial Village,Cluster 16,Ward 4,646,0.006191950464396285,53.0
"38.92842321,-77.03503407",38.92842321,-77.03503407,1460 IRVING STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,90.0
"38.93023308,-77.03317318",38.93023308,-77.03317318,1402 PARK ROAD NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,90.0
"38.92131056,-77.03426903",38.92131056,-77.03426903,1468 CHAPIN STREET NW,20009,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,85.0
"38.92973482,-77.02484358",38.92973482,-77.02484358,734 KENYON STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,81.0
"38.93516676,-77.02638606",38.93516676,-77.02638606,912 SPRING ROAD NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,84.0
"38.92450317,-77.02758584",38.92450317,-77.02758584,1112 FAIRMONT STREET NW,20009,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,70.0
"38.93692817,-77.03491887",38.93692817,-77.03491887,1515 SPRING PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,78.0
"38.92774018,-77.02538596",38.92774018,-77.02538596,778 COLUMBIA ROAD NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,83.0
"38.92623591,-77.02306914",38.92623591,-77.02306914,2802 GEORGIA AVENUE NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,81.0
"38.92670856,-77.02314886",38.92670856,-77.02314886,2820 GEORGIA AVENUE NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,82.0
"38.93095468,-77.0278536",38.93095468,-77.0278536,3303 11TH STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,86.0
"38.92775506,-77.02527537",38.92775506,-77.02527537,774 COLUMBIA ROAD NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,83.0
"38.93473211,-77.03245856",38.93473211,-77.03245856,3501 14TH STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,81.0
"38.9401964,-77.02996978",38.9401964,-77.02996978,4014 13TH STREET NW,20011,Columbia Heights,Cluster 18,Ward 4,7112,2.5471034870641165,72.0
"38.93489634,-77.02000648",38.93489634,-77.02000648,620 OTIS PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,70.0
"38.92606028,-77.02603256",38.92606028,-77.02603256,2804 SHERMAN AVENUE NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,85.0
"38.93619871,-77.03028967",38.93619871,-77.03028967,1316 SPRING ROAD NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,80.0
"38.93175455,-77.02775057",38.93175455,-77.02775057,1026 PARK ROAD NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,84.0
"38.93245045,-77.01917238",38.93245045,-77.01917238,438 PARK ROAD NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,66.0
"38.93656723,-77.03168453",38.93656723,-77.03168453,1356 SPRING ROAD NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,79.0
"38.9341865,-77.02194602",38.9341865,-77.02194602,3541 6TH STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,72.0
"38.9302971,-77.02619373",38.9302971,-77.02619373,3217 SHERMAN AVENUE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,85.0
"38.93046869,-77.02857976",38.93046869,-77.02857976,1118 LAMONT STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,85.0
"38.93195525,-77.02276743",38.93195525,-77.02276743,650 MORTON STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,75.0
"38.92829913,-77.0300093",38.92829913,-77.0300093,3014 13TH STREET NW,20009,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,90.0
"38.93289636,-77.02028341",38.93289636,-77.02028341,3523 WARDER STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,74.0
"38.92758069,-77.02151924",38.92758069,-77.02151924,521 HARVARD STREET NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,80.0
"38.93612957,-77.01946818",38.93612957,-77.01946818,3652 PARK PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,68.0
"38.93315716,-77.0235837",38.93315716,-77.0235837,3505 GEORGIA AVENUE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,76.0
"38.92794348,-77.02328593",38.92794348,-77.02328593,700 COLUMBIA ROAD NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,87.0
"38.92679310000001,-77.0251025",38.92679310000001,-77.0251025,766 HARVARD STREET NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,83.0
"38.93065977,-77.03296393",38.93065977,-77.03296393,3310 14TH STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,90.0
"38.93188351,-77.03179536",38.93188351,-77.03179536,1363 MONROE STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,87.0
"38.93365386,-77.02183755",38.93365386,-77.02183755,536 NEWTON PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,73.0
"38.93559809,-77.02247828",38.93559809,-77.02247828,733 PRINCETON PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,77.0
"38.92888403,-77.03072528",38.92888403,-77.03072528,1321 IRVING STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,93.0
"38.92610676,-77.02604169",38.92610676,-77.02604169,2806 SHERMAN AVENUE NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,84.0
"38.93089459,-77.02825539",38.93089459,-77.02825539,3300 11TH STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,86.0
"38.93046873,-77.02841126",38.93046873,-77.02841126,1112 LAMONT STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,85.0
"38.92505344,-77.03068096",38.92505344,-77.03068096,1321 FAIRMONT STREET NW,20009,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,84.0
"38.93749939,-77.02194542",38.93749939,-77.02194542,710 QUINCY STREET NW,20011,Columbia Heights,Cluster 18,Ward 4,7112,2.5471034870641165,79.0
"38.93084977,-77.02268208",38.93084977,-77.02268208,639 KEEFER PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,76.0
"38.93188203,-77.02692887",38.93188203,-77.02692887,3402 SHERMAN AVENUE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,84.0
"38.92965677,-77.01880869",38.92965677,-77.01880869,433 IRVING STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,71.0
"38.92014253,-77.03460634",38.92014253,-77.03460634,2313 15TH STREET NW,20009,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,85.0
"38.9263356,-77.02455132",38.9263356,-77.02455132,748 GRESHAM PLACE NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,82.0
"38.92789635,-77.02380188",38.92789635,-77.02380188,724 COLUMBIA ROAD NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,90.0
"38.93515518,-77.02698512",38.93515518,-77.02698512,3623 10TH STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,83.0
"38.92998285,-77.01948703",38.92998285,-77.01948703,3123 WARDER STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,66.0
"38.931176,-77.02828883",38.931176,-77.02828883,3314 11TH STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,85.0
"38.9305187,-77.02366713",38.9305187,-77.02366713,3216 GEORGIA AVENUE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,82.0
"38.93709702,-77.03358088",38.93709702,-77.03358088,1408 SPRING ROAD NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,80.0
"38.93579239,-77.02293936",38.93579239,-77.02293936,750 QUEBEC PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,79.0
"38.93600258,-77.03363653",38.93600258,-77.03363653,1425 PARKWOOD PLACE NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,76.0
"38.92888202,-77.03048862",38.92888202,-77.03048862,1313 IRVING STREET NW,20010,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,92.0
"38.92475158,-77.02537694",38.92475158,-77.02537694,2631 SHERMAN AVENUE NW,20001,Columbia Heights,Cluster 2,Ward 1,7112,2.5471034870641165,81.0
