coordinates,LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential,mobilityscore
"38.97170907,-77.03588633",38.97170907,-77.03588633,1453 WHITTIER PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,68.0
"38.97106518,-77.02381919",38.97106518,-77.02381919,728 WHITTIER STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,66.0
"38.96252437,-77.01828002",38.96252437,-77.01828002,400 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,59.0
"38.96169265,-77.02822329",38.96169265,-77.02822329,5914 GEORGIA AVENUE NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,83.0
"38.97397742,-77.02116916",38.97397742,-77.02116916,6911 6TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,79.0
"38.97847462,-77.02385744",38.97847462,-77.02385744,725 FERN PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,64.0
"38.96077839,-77.01828258",38.96077839,-77.01828258,5818 4TH STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,59.0
"38.96561602,-77.02998186",38.96561602,-77.02998186,1303 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,78.0
"38.96879728,-77.03268628",38.96879728,-77.03268628,1376 UNDERWOOD STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,74.0
"38.96110792,-77.01643149",38.96110792,-77.01643149,5826 3RD STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,59.0
"38.97600959,-77.02482475",38.97600959,-77.02482475,805 DAHLIA STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,74.0
"38.96288305,-77.01667732",38.96288305,-77.01667732,311 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,59.0
"38.98024757,-77.02272088",38.98024757,-77.02272088,7440 BLAIR ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,63.0
"38.97691545,-77.02118261",38.97691545,-77.02118261,7208 BLAIR ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,77.0
"38.9688292,-77.02072705",38.9688292,-77.02072705,519 UNDERWOOD STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,65.0
"38.96251346,-77.02151813",38.96251346,-77.02151813,542 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,64.0
"38.9802405,-77.02150721",38.9802405,-77.02150721,539 BRUMMEL COURT NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.96590923,-77.02504774",38.96590923,-77.02504774,816 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,65.0
"38.96629426,-77.02034288",38.96629426,-77.02034288,507 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.96773535,-77.03151411",38.96773535,-77.03151411,1341 TUCKERMAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,78.0
"38.96561604,-77.02990536",38.96561604,-77.02990536,6200 13TH STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,78.0
"38.96911085,-77.02093969",38.96911085,-77.02093969,6511 6TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,65.0
"38.97806322,-77.02195641",38.97806322,-77.02195641,7220 BLAIR ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,74.0
"38.97804959,-77.02066429999998",38.97804959,-77.02066429999998,520 FERN PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,70.0
"38.96844289,-77.02373754",38.96844289,-77.02373754,732 UNDERWOOD STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,65.0
"38.96559927,-77.03545851",38.96559927,-77.03545851,1443 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,74.0
"38.96635176,-77.03320072",38.96635176,-77.03320072,6301 14TH STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,76.0
"38.97183583,-77.01830584",38.97183583,-77.01830584,6712 4TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,76.0
"38.9639445,-77.02059940000002",38.9639445,-77.02059940000002,509 QUACKENBOS STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,60.0
"38.98016482,-77.0256215",38.98016482,-77.0256215,7416 9TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,65.0
"38.97072447,-77.02939999",38.97072447,-77.02939999,6623 13TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,67.0
"38.96844606,-77.03131745",38.96844606,-77.03131745,1343 TEWKESBURY PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,76.0
"38.96887675,-77.03601161",38.96887675,-77.03601161,6427 16TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,73.0
"38.97143646,-77.02019168",38.97143646,-77.02019168,6700 5TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,77.0
"38.96921548,-77.03255066",38.96921548,-77.03255066,1371 UNDERWOOD STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,74.0
"38.97055134,-77.02597358",38.97055134,-77.02597358,858 VENABLE PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,67.0
"38.96395418,-77.02459555",38.96395418,-77.02459555,805 QUACKENBOS STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.98222912,-77.02610456",38.98222912,-77.02610456,7605 GEORGIA AVENUE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,67.0
"38.96475559,-77.02352723",38.96475559,-77.02352723,730 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.96777134,-77.02498216",38.96777134,-77.02498216,818 TEWKESBURY PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,72.0
"38.98136466,-77.02281449",38.98136466,-77.02281449,7410 EASTERN AVENUE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,64.0
"38.97009768,-77.03375833",38.97009768,-77.03375833,6600 14TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,74.0
"38.96595966,-77.02337462",38.96595966,-77.02337462,722 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.96711501,-77.02130351",38.96711501,-77.02130351,600 TUCKERMAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.962939,-77.03282990000002",38.962939,-77.03282990000002,1370 PEABODY STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,74.0
"38.97051746,-77.03527264",38.97051746,-77.03527264,1434 WHITTIER STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,72.0
"38.96846699,-77.0350316",38.96846699,-77.0350316,6428 LUZON AVENUE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,74.0
"38.96429129999999,-77.02353065",38.96429129999999,-77.02353065,6112 7TH PLACE NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.97510205,-77.02093418",38.97510205,-77.02093418,529 CEDAR STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,83.0
"38.96775681,-77.02467775",38.96775681,-77.02467775,810 TEWKESBURY PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,68.0
"38.97970913,-77.02187971",38.97970913,-77.02187971,512 BRUMMEL COURT NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,61.0
"38.96360174,-77.02475719",38.96360174,-77.02475719,808 QUACKENBOS STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,63.0
"38.97065886,-77.02222104",38.97065886,-77.02222104,6619 7TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,65.0
"38.96632613,-77.03004158",38.96632613,-77.03004158,1305 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,77.0
"38.96747035,-77.02194899999998",38.96747035,-77.02194899999998,617 TUCKERMAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,64.0
"38.9652404,-77.03057837",38.9652404,-77.03057837,1320 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,78.0
"38.96629049,-77.02224184",38.96629049,-77.02224184,6301 7TH STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.97047868,-77.02536114",38.97047868,-77.02536114,6612 PINEY BRANCH ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,67.0
"38.96656784,-77.02322447",38.96656784,-77.02322447,718 SOMERSET PLACE NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.96811118,-77.03313",38.96811118,-77.03313,1390 TEWKESBURY PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,74.0
"38.96685282,-77.02297532",38.96685282,-77.02297532,709 SOMERSET PLACE NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.96476182,-77.01843833",38.96476182,-77.01843833,404 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,55.0
"38.97489251,-77.01830362",38.97489251,-77.01830362,355 CEDAR STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,88.0
"38.9662939,-77.0236797",38.9662939,-77.0236797,727 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.96230755,-77.01643777",38.96230755,-77.01643777,5932 3RD STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,59.0
"38.96355061,-77.01699109",38.96355061,-77.01699109,308 QUACKENBOS STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,56.0
"38.97055064,-77.02627499",38.97055064,-77.02627499,862 VENABLE PLACE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,67.0
"38.97860276,-77.02617686",38.97860276,-77.02617686,7307 GEORGIA AVENUE NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,68.0
"38.97846478,-77.02162878",38.97846478,-77.02162878,7301 BLAIR ROAD NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,73.0
"38.96515855,-77.0177948",38.96515855,-77.0177948,337 RITTENHOUSE STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,54.0
"38.96629294,-77.02307068",38.96629294,-77.02307068,711 SHERIDAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,62.0
"38.97450343,-77.02471124",38.97450343,-77.02471124,6912 8TH STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,66.0
"38.97254622,-77.02633873",38.97254622,-77.02633873,917 ASPEN STREET NW,20012,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,69.0
"38.96745059,-77.02062799",38.96745059,-77.02062799,517 TUCKERMAN STREET NW,20011,Brightwood,Cluster 17,Ward 4,4300,0.9797674418604652,64.0
"38.91933276,-77.00111381",38.91933276,-77.00111381,311 RHODE ISLAND AVENUE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,83.0
"38.93282693,-76.98043376",38.93282693,-76.98043376,1715 MONROE STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,75.0
"38.9273925,-76.98968718",38.9273925,-76.98968718,1217 HAMLIN STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,78.0
"38.95141841,-76.99731892",38.95141841,-76.99731892,620 FARRAGUT PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,71.0
"38.94989108,-76.99534154",38.94989108,-76.99534154,731 EMERSON STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,61.0
"38.94570941,-76.99047403",38.94570941,-76.99047403,4624 12TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,63.0
"38.94457049,-76.99726426",38.94457049,-76.99726426,4500 7TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,49.0
"38.92733583,-76.99182384",38.92733583,-76.99182384,1007 HAMLIN STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,78.0
"38.92669851,-76.99999712",38.92669851,-76.99999712,2852 CHANCELLOR'S WAY NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,66.0
"38.93202132,-76.98461737",38.93202132,-76.98461737,3400 15TH STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,66.0
"38.93065888,-76.99280366",38.93065888,-76.99280366,930 KEARNY STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,77.0
"38.92216595,-77.00234983",38.92216595,-77.00234983,229 CHANNING STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,62.0
"38.92850446,-77.00703835",38.92850446,-77.00703835,3123 HAWTHORNE DRIVE NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,64.0
"38.92275607,-77.00308512",38.92275607,-77.00308512,209 CROMWELL TERRACE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,66.0
"38.9253791,-76.99661089",38.9253791,-76.99661089,647 FRANKLIN STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,73.0
"38.92061913,-77.00233905",38.92061913,-77.00233905,231 ASCOT PLACE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,70.0
"38.92805832,-76.99088545",38.92805832,-76.99088545,3012 12TH STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,80.0
"38.94832022,-76.99947984",38.94832022,-76.99947984,4912 6TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,49.0
"38.94837882,-76.99667532",38.94837882,-76.99667532,706 DECATUR STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,59.0
"38.93410899,-76.98390333",38.93410899,-76.98390333,1512 NEWTON STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,66.0
"38.93747959,-76.9890879",38.93747959,-76.9890879,1234 QUINCY STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,71.0
"38.92589043,-77.00702207",38.92589043,-77.00702207,41 GIRARD STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,66.0
"38.92489968,-76.99268281",38.92489968,-76.99268281,2710 10TH STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,78.0
"38.95089405,-76.99493759",38.95089405,-76.99493759,5112 SOUTH DAKOTA AVENUE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,73.0
"38.93411047,-76.98360184",38.93411047,-76.98360184,1520 NEWTON STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,65.0
"38.92931071,-76.99759619",38.92931071,-76.99759619,627 REGENT PLACE NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,78.0
"38.93021006,-76.99592767",38.93021006,-76.99592767,3219 7TH STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,75.0
"38.93717441,-76.99463752",38.93717441,-76.99463752,907 PERRY PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,71.0
"38.92311471,-76.99787686",38.92311471,-76.99787686,611 EDGEWOOD STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,57.0
"38.93124787,-76.99682444",38.93124787,-76.99682444,605 LANCASTER STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,71.0
"38.92819723,-76.99563128",38.92819723,-76.99563128,711 IRVING STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,78.0
"38.94372638,-77.00608035",38.94372638,-77.00608035,4422 1ST STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574,56.0
"38.91931366,-77.00118357",38.91931366,-77.00118357,305 RHODE ISLAND AVENUE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,83.0
"38.94032985,-76.99050785",38.94032985,-76.99050785,4112 12TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,67.0
"38.93034709,-76.98018187",38.93034709,-76.98018187,1726 JACKSON STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,74.0
"38.92816658,-76.99693356",38.92816658,-76.99693356,3024 7TH STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,81.0
"38.93513306,-76.98269584",38.93513306,-76.98269584,1600 OTIS STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,61.0
"38.94406595,-76.98682240000002",38.94406595,-76.98682240000002,1327 WEBSTER STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,60.0
"38.92089703,-77.00266783",38.92089703,-77.00266783,220 ASCOT PLACE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,70.0
"38.93186437,-76.98134470000002",38.93186437,-76.98134470000002,3318 17TH STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,74.0
"38.94045963,-76.9874028",38.94045963,-76.9874028,4118 13TH PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,65.0
"38.93389482,-76.98012102",38.93389482,-76.98012102,1715 NEWTON STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,71.0
"38.93297297,-76.98614605",38.93297297,-76.98614605,1400 MONROE STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,72.0
"38.92632752,-76.99765591",38.92632752,-76.99765591,619 GIRARD STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,71.0
"38.93504975,-76.98410969",38.93504975,-76.98410969,1502 OTIS STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,63.0
"38.9336443,-76.99238377",38.9336443,-76.99238377,1004 NEWTON STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,80.0
"38.92528220000001,-77.0049816",38.92528220000001,-77.0049816,111 FRANKLIN STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,64.0
"38.92220335,-77.00128959999998",38.92220335,-77.00128959999998,319 CHANNING STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,65.0
"38.9178662,-77.00669679",38.9178662,-77.00669679,66 RHODE ISLAND AVENUE NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,72.0
"38.93882478,-76.98632116",38.93882478,-76.98632116,1353 RITCHIE PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,66.0
"38.94865905,-76.99623071",38.94865905,-76.99623071,721 DECATUR PLACE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,59.0
"38.93925052,-76.98804237",38.93925052,-76.98804237,4021 13TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,65.0
"38.93717031,-76.98054595",38.93717031,-76.98054595,3833 17TH PLACE NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,60.0
"38.92071152,-77.00375259",38.92071152,-77.00375259,2316 2ND STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,62.0
"38.93260962,-76.98578916",38.93260962,-76.98578916,1405 MONROE STREET NE,20017,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,72.0
"38.92326332,-77.00332443",38.92326332,-77.00332443,201 DOUGLAS STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,69.0
"38.93654272,-76.99392614",38.93654272,-76.99392614,,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,72.0
"38.92768816,-77.00802351",38.92768816,-77.00802351,24 HAWTHORNE COURT NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,67.0
"38.93429812,-77.00761665",38.93429812,-77.00761665,,20011,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,49.0
"38.95068813,-77.00798664",38.95068813,-77.00798664,4920 FORT TOTTEN DRIVE NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574,62.0
"38.92853843,-76.99754651",38.92853843,-76.99754651,3055 CHANCELLOR'S WAY NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,71.0
"38.94607911,-76.99733031",38.94607911,-76.99733031,625 BUCHANAN STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,53.0
"38.93182344,-76.98064394",38.93182344,-76.98064394,1703 LAWRENCE STREET NE,20018,Brookland,Cluster 22,Ward 5,7014,1.2580553179355574,75.0
"38.9429349,-76.98417009999999",38.9429349,-76.98417009999999,4410 SOUTH DAKOTA AVENUE NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,61.0
"38.93894549,-76.99381313",38.93894549,-76.99381313,3931 9TH STREET NE,20017,Brookland,Cluster 20,Ward 5,7014,1.2580553179355574,70.0
"38.94760586,-77.00803729",38.94760586,-77.00803729,10 BUCHANAN STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574,57.0
"38.9295653,-76.99804781",38.9295653,-76.99804781,608 REGENT PLACE NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,75.0
"38.92147251,-77.00075498",38.92147251,-77.00075498,332 BRYANT STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,75.0
"38.94425777,-77.00616484",38.94425777,-77.00616484,99 WEBSTER STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574,56.0
"38.92490238,-77.00870302",38.92490238,-77.00870302,2711 NORTH CAPITOL STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,67.0
"38.92001476,-77.0022484",38.92001476,-77.0022484,223 ADAMS STREET NE,20002,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,75.0
"38.92539086,-76.99890582",38.92539086,-76.99890582,511 FRANKLIN STREET NE,20017,Brookland,Cluster 21,Ward 5,7014,1.2580553179355574,68.0
"38.94328212,-77.00282831",38.94328212,-77.00282831,228 WEBSTER STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574,56.0
"38.94351417,-77.00300250000002",38.94351417,-77.00300250000002,220 WEBSTER STREET NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574,56.0
"38.94457854,-77.00467761",38.94457854,-77.00467761,119 HAWAII AVENUE NE,20011,Brookland,Cluster 19,Ward 5,7014,1.2580553179355574,56.0
"38.91633782,-77.07404134",38.91633782,-77.07404134,1933 38TH STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.030788177339901482,66.0
"38.9147349,-77.07036488",38.9147349,-77.07036488,3521 S STREET NW,20007,Burleith,Cluster 4,Ward 2,812,0.030788177339901482,67.0
