LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential
38.951653799999995,-77.03016484,1302 GALLATIN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94436879,-77.02653088,4406 GEORGIA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94846791,-77.03230031,4800 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94527244,-77.0275625,1121 ALLISON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.96134384,-77.03810578,1622 MANCHESTER LANE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94661879,-77.03478323,4608 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94418359,-77.02687607,1011 WEBSTER STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94541105,-77.03478541,4504 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95652958,-77.02997434,5506 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94528351,-77.03531875,1517 ALLISON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95601189,-77.03540414,1438 KENNEDY STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95431988,-77.03190355,1343 INGRAHAM STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94672795,-77.03298613,4618 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95710453,-77.02835727,1200 LONGFELLOW STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94699344,-77.03354389,1410 CRITTENDEN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.9434206,-77.02644298,4315 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95658359,-77.02941827,5509 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94814917,-77.08944169,4525 ALBEMARLE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95683799,-77.08923627,4510 HARRISON STREET NW,20015,American University,Cluster 11,Ward 3,2560,0.308203125
38.94991928,-77.09810489,4931 BRANDYWINE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94570442,-77.08446632,4317 WINDOM PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.9526576,-77.08648657,4812 44TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95175257,-77.08595975,4719 44TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.9498862,-77.08452158,4311 BRANDYWINE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94571129999999,-77.08927091,4513 WINDOM PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94952724,-77.08105856,4101 RIVER ROAD NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94726991,-77.08938706,4519 ALTON PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94990482,-77.08785881,4433 BRANDYWINE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95032042,-77.08474613,4621 43RD PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94336961,-77.08983608,4527 VAN NESS STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94501554,-77.0934776,4707 WARREN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94515276,-77.09082519,4308 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94605283,-77.08312618,4212 YUMA STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94611531,-77.09091513,4600 YUMA STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.9561739,-77.08839887,5103 45TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95546361,-77.08944949,4519 RIVER ROAD NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94449229999999,-77.09031518,4237 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94138003,-77.08675272,4443 SPRINGDALE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95027837,-77.08283036,4224 RIVER ROAD NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94334699,-77.07886388,3941 VAN NESS STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94927566,-77.09700172,4532 49TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95156993,-77.09032357,4713 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95490601,-77.087652,4427 FESSENDEN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95123154,-77.08764575,4431 CHESAPEAKE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94898894,-77.09116751,4611 BUTTERWORTH PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95676299,-77.09047298,5117 WESTERN AVENUE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95058357,-77.09084042,4620 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95278097,-77.08835878,4817 45TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94729655,-77.09356457,4717 ALTON PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.9568421,-77.08773318,4424 HARRISON STREET NW,20015,American University,Cluster 11,Ward 3,2560,0.308203125
38.9524375,-77.08517446,4800 43RD PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94440441,-77.08002401,4233 NEBRASKA AVENUE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94300469,-77.09018329,4532 VAN NESS STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94906142,-77.08524945,4538 43RD PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94365164,-77.08891650000001,4208 45TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95281042,-77.09036829,4817 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94417698,-77.08483099,4329 VERPLANCK PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94377653,-77.08946124,4516 VERPLANCK PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95181262,-77.08649385,4720 44TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95447765,-77.08299179,4220 FESSENDEN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94461236,-77.09208394,4642 WARREN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94456006,-77.08489051,4324 WARREN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94416251,-77.07940164,4011 VEAZEY STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94769075,-77.09197775,4624 ALBEMARLE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95579919,-77.08667048,4408 GARRISON STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94900842,-77.08915252,4509 BUTTERWORTH PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94768888,-77.08492492,4324 ALBEMARLE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.9551819,-77.08829934,4452 FARADAY PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94952716,-77.09392351,4726 BRANDYWINE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.9508625,-77.09183706,4630 CHESAPEAKE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95721879,-77.0849755,4319 HARRISON STREET NW,20015,American University,Cluster 11,Ward 3,2560,0.308203125
38.94861512,-77.09739443,4910 BUTTERWORTH PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94253476,-77.07758363,4100 WISCONSIN AVENUE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94826635,-77.08474726,4509 43RD PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94046958,-77.0853791,3916 44TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95269046,-77.09032926,4813 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.957220299999996,-77.08562576,4339 HARRISON STREET NW,20015,American University,Cluster 11,Ward 3,2560,0.308203125
38.95518320000001,-77.08752636,4432 FARADAY PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94994728,-77.08082739,4600 WISCONSIN AVENUE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94532029,-77.09348019,4706 WINDOM PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94290202,-77.08233696,4120 42ND STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94998417,-77.09699195,4604 49TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94571721,-77.08715979,4417 WINDOM PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95847246,-77.08498311,,20015,American University,Cluster 11,Ward 3,2560,0.308203125
38.94495352,-77.09032949,4541 WARREN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.9502579,-77.09236072,4615 47TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94729254,-77.09122971,4611 ALTON PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94771037,-77.08645057,4400 ALBEMARLE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.95013285,-77.08352075,4611 43RD STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94896263,-77.08114998,4100 RIVER ROAD NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94338286,-77.09225146,4639 VAN NESS STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.94690065,-77.08580312,4350 ALTON PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125
38.86641869,-76.98708759,1300 U STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86900196,-76.98300561,1524 RIDGE PLACE SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86774358,-76.98645911,1310 T STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86260572,-76.99002642,2284 MOUNT VIEW PLACE SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86529238,-76.97861051,1835 GOOD HOPE ROAD SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86443017,-76.98625015,1348 W STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.8689766,-76.98096347,1636 RIDGE PLACE SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86644293,-76.98421288,1431 GOOD HOPE ROAD SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86840728,-76.98405389,1426 S STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86070641,-76.98666139,1438 BANGOR STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.87116919,-76.97715805,1524 19TH STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.87311397,-76.97234806,2328 NICHOLSON STREET SE,20020,Anacostia,Cluster 34,Ward 7,2212,1.1582278481012658
38.86524420000001,-76.99132119,2200 RAILROAD AVENUE SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86305875,-76.9900032,1227 MAPLE VIEW PLACE SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.8634701,-76.99033349,2226 MARTIN LUTHER KING JR AVENUE SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86184585,-76.98998424,1325 MORRIS ROAD SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86047361,-76.99012039,1341 DEXTER TERRACE SE,20020,Anacostia,Cluster 37,Ward 8,2212,1.1582278481012658
38.86133093,-76.98642599,1437 CEDAR STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.87410634,-76.97275609,2311 PENNSYLVANIA AVENUE SE,20020,Anacostia,Cluster 34,Ward 7,2212,1.1582278481012658
38.86620726,-76.98794111,1249 U STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86804959,-76.98647542,1309 S STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.8722329,-76.97533523,2135 YOUNG STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.87159096,-76.977092,1512 19TH STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86438106,-76.98278640000001,1525 V STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86251561,-76.99089313,2305 MOUNT VIEW PLACE SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.872267799999996,-76.97598516,1948 NAYLOR ROAD SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86414766,-76.99203687,1121 CHICAGO STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86352072,-76.98314875,1519 W STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.87098584,-76.97839124,1814 Q STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.862728999999995,-76.99185209999999,1204 TALBERT STREET SE,20020,Anacostia,Cluster 37,Ward 8,2212,1.1582278481012658
38.86334728,-76.98635936,2235 14TH STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.8617927,-76.98065775,1739 GALEN STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86075678,-76.99050449,1321 DEXTER TERRACE SE,20020,Anacostia,Cluster 37,Ward 8,2212,1.1582278481012658
38.86102093,-76.98973203,1352 TALBERT COURT SE,20020,Anacostia,Cluster 37,Ward 8,2212,1.1582278481012658
38.86394483,-76.99256369,2311 SHANNON PLACE SE,20020,Anacostia,Cluster 37,Ward 8,2212,1.1582278481012658
38.8700829,-76.98197424,1622 16TH STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86611569,-76.98258179999999,1521 GOOD HOPE ROAD SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86155738,-76.98626003,1429 CEDAR STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.863197899999996,-76.98966408,1220 MAPLE VIEW PLACE SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.87147995,-76.98155558,1621 FAIRLAWN AVENUE SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86839903,-76.98650785,1308 S STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86286529,-76.98042598,1673 W STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86897686,-76.98146427,1618 RIDGE PLACE SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86341433,-76.99143226,2303 MARTIN LUTHER KING JR AVENUE SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86103318,-76.98409678,1623 BUTLER STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86923783,-76.98201398,1702 16TH STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.87307577,-76.97231708,2330 NICHOLSON STREET SE,20020,Anacostia,Cluster 34,Ward 7,2212,1.1582278481012658
38.87154052,-76.97809457,1827 P STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.87241875,-76.97714474,1416 19TH STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86870843,-76.98404161,1427 RIDGE PLACE SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86870086,-76.98334642,1451 RIDGE PLACE SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86508728,-76.97819288,1851 GOOD HOPE ROAD SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86276416,-76.98174449,1624 GALEN STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86245831,-76.98409082,1528 BUTLER STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86388406,-76.98334339,1514 W STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.8705514,-76.97810305,1823 Q STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.8672167,-76.98669705,1306 GOOD HOPE ROAD SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86309694,-76.98805663,1325 VALLEY PLACE SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86840667,-76.98418029999999,1422 S STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86425667,-76.98711471,1321 W STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.87316164,-76.97203114,2410 MINNESOTA AVENUE SE,20020,Anacostia,Cluster 34,Ward 7,2212,1.1582278481012658
38.86416333,-76.98475217,1430 W STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.87231743,-76.97921685,1415 18TH STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86805405,-76.98609412,1321 S STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86205099,-76.99020475,1315 MORRIS ROAD SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86465184,-76.98683372,1328 W STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86225285,-76.98298209,2317 16TH STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86986904,-76.9792473,1617 18TH STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86967154,-76.98007357,1716 R STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86644494,-76.98739316,1250 U STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86103544,-76.99085403,1324 TALBERT TERRACE SE,20020,Anacostia,Cluster 37,Ward 8,2212,1.1582278481012658
38.86436262,-76.99237284,1107 CHICAGO STREET SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.86314515,-76.98907991,2254 MOUNT VIEW PLACE SE,20020,Anacostia,Cluster 28,Ward 8,2212,1.1582278481012658
38.87172176,-76.97709322,1506 19TH STREET SE,20020,Anacostia,Cluster 34,Ward 8,2212,1.1582278481012658
38.86091185,-76.990993,1332 TALBERT TERRACE SE,20020,Anacostia,Cluster 37,Ward 8,2212,1.1582278481012658
38.85974868,-76.98707934,1430 MORRIS ROAD SE,20020,Barry Farms,Cluster 28,Ward 8,1336,2.0845808383233533
38.85871005,-76.99151002,2613 BOWEN ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85153483,-76.98656622,2827 JASPER ROAD SE,20020,Barry Farms,Cluster 38,Ward 8,1336,2.0845808383233533
38.8584414,-76.98574562,1499 MORRIS ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.86218973,-76.99277945,2420 MARTIN LUTHER KING JR AVENUE SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.86034555,-76.9861083,1451 BANGOR STREET SE,20020,Barry Farms,Cluster 28,Ward 8,1336,2.0845808383233533
38.85873088,-76.98688654,2326 14TH PLACE SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.86008521,-76.99328685,2516 SHERIDAN ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.8595544,-76.99643566,2608 WADE ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85137458,-76.98383973,1530 BRUCE STREET SE,20020,Barry Farms,Cluster 38,Ward 8,1336,2.0845808383233533
38.85766752,-76.99169621,2753 DOUGLASS ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85881266,-76.99453867,2515 STANTON ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85767319,-76.99712899,2645 BIRNEY PLACE SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85922132,-77.00041916,1239 STEVENS ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.86034359,-76.98622732,1447 BANGOR STREET SE,20020,Barry Farms,Cluster 28,Ward 8,1336,2.0845808383233533
38.85770126,-76.99601476,2641 MARTIN LUTHER KING JR AVENUE SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.86077112,-76.99922343,1132 EATON ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85609993,-76.98735087,2407 POMEROY ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85931283,-76.99327448,2536 SHERIDAN ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85771608,-76.99169621,2751 DOUGLASS ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85969453,-76.99952093,1244 STEVENS ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85994978,-76.99653323,1239 SUMNER ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85883026,-76.99949455,1303 STEVENS ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.855565500000004,-76.99058837,2554 POMEROY ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85732849,-76.98784307,2603 DOUGLAS PLACE SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85953066,-76.99195708,2620 BOWEN ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85928906,-77.00081976,1213 STEVENS ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.85856375,-76.99286266,2606 STANTON ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
38.86101099,-76.99731298,1200 SUMNER ROAD SE,20020,Barry Farms,Cluster 37,Ward 8,1336,2.0845808383233533
